volatile_acidity,density,free_sulfur_dioxide,fixed_acidity,pH,quality,alcohol,citric_acid,sulphates,total_sulfur_dioxide,residual_sugar,chlorides,wine_type
0.26,0.98934,15.0,6.0,3.29,6.0,12.7,0.33,0.5,80.0,4.35,0.04,White
0.45,0.99551,12.0,8.8,3.21,6.0,10.2,0.43,0.75,21.0,1.4,0.076,Red
0.32,1.0002,35.0,11.6,3.32,7.0,10.8,0.55,0.92,67.0,2.8,0.081,Red
0.69,0.9948,34.0,6.4,3.26,6.0,10.1,0.09,0.38,144.0,7.6,0.044,White
0.31,1.0004,13.0,9.8,3.18,5.0,9.5,0.49,0.45,119.0,15.4,0.046,White
0.29,0.9966,53.0,7.5,2.9,6.0,8.9,0.67,0.41,166.0,8.1,0.037,White
0.43,0.9971,83.0,6.1,3.37,5.0,8.5,0.35,0.5,249.0,9.1,0.059,White
0.32,0.98912,41.0,6.0,3.29,7.0,12.8,0.3,0.42,142.0,1.9,0.033,White
0.735,0.9974,10.0,7.8,3.24,6.0,9.8,0.08,0.71,41.0,2.4,0.092,Red
0.22,0.9998,44.5,7.3,3.36,7.0,9.1,0.4,0.41,129.5,14.75,0.042,White
0.19,0.9922,19.0,5.6,3.56,6.0,11.2,0.47,0.45,112.0,4.5,0.03,White
0.31,0.99536,6.0,8.2,3.31,7.0,11.2,0.4,0.68,10.0,2.2,0.058,Red
0.52,0.99682,4.0,8.4,3.26,6.0,9.9,0.22,0.57,18.0,2.7,0.084,Red
0.26,0.99134,29.0,7.4,3.1,6.0,12.5,0.32,0.67,193.0,3.7,0.032,White
0.14,0.99352,10.0,7.0,3.46,5.0,9.9,0.28,0.45,56.0,1.3,0.026,White
0.22,1.0001,44.0,6.5,3.3,5.0,8.8,0.25,0.37,138.0,17.1,0.05,White
0.27,0.99088,25.0,7.9,2.97,6.0,11.9,0.27,0.51,122.0,1.7,0.034,White
0.46,0.99702,16.0,8.5,3.03,5.0,9.2,0.59,1.34,45.0,1.4,0.414,Red
0.24,0.9911,31.0,7.3,3.05,7.0,11.3,0.3,0.56,104.0,2.5,0.042,White
0.39,0.9955,33.0,7.8,3.04,6.0,10.9,0.26,0.42,181.0,9.9,0.059,White
0.16,0.9936,28.0,5.7,3.06,6.0,9.9,0.26,0.58,113.0,6.3,0.043,White
0.16,0.9905,36.0,6.0,3.24,6.0,11.4,0.22,0.32,106.0,1.6,0.042,White
0.34,0.99677,31.0,7.4,3.22,5.0,10.3,0.28,0.49,149.0,12.1,0.049,White
0.34,0.99462,29.0,6.0,3.48,6.0,10.7,0.29,0.57,134.0,6.1,0.046,White
0.725,0.99655,9.0,6.6,3.35,6.0,10.8,0.09,0.49,17.0,5.5,0.117,Red
0.27,0.99548,35.0,6.3,3.16,4.0,9.4,0.51,0.54,200.0,7.6,0.049,White
0.18,0.99498,17.0,6.8,3.42,6.0,10.4,0.32,0.44,109.0,7.2,0.047,White
0.52,0.99,27.0,6.8,3.11,7.0,13.0,0.26,0.27,130.0,5.7,0.038,White
0.31,0.99038,52.0,8.4,2.93,5.0,11.5,0.31,0.32,148.0,0.95,0.021,White
0.27,0.98956,58.0,5.0,3.45,7.0,12.6,0.32,0.31,178.0,4.5,0.032,White
0.21,0.9951,64.0,6.2,3.06,6.0,9.3,0.38,0.36,245.0,6.8,0.036,White
0.26,0.9976,6.0,10.5,3.18,7.0,10.9,0.47,1.04,24.0,1.9,0.078,Red
0.34,0.9952,29.0,6.3,3.29,6.0,10.1,0.29,0.53,227.0,6.2,0.046,White
0.28,0.9926,28.0,7.1,3.41,8.0,12.2,0.49,0.58,111.0,6.5,0.041,White
0.16,0.99514,18.0,9.2,3.1,4.0,10.2,0.49,0.53,107.0,2.0,0.044,White
0.21,0.994,24.0,8.3,2.85,5.0,9.5,0.41,0.45,108.0,2.2,0.05,White
0.21,0.99178,20.0,7.6,3.15,5.0,11.1,0.49,0.48,130.0,2.5,0.047,White
0.18,0.9967,36.0,7.1,2.92,6.0,9.4,0.32,0.54,125.0,12.2,0.048,White
0.29,0.9958,60.0,6.3,3.1,5.0,9.3,0.3,0.4,150.0,8.1,0.212,White
0.34,0.99834,20.0,6.7,3.06,5.0,9.1,0.31,0.54,146.0,16.4,0.051,White
0.17,0.99067,33.0,7.1,3.11,6.0,11.7,0.43,0.56,132.0,1.3,0.023,White
0.2,0.99088,25.0,7.8,3.03,6.0,11.7,0.2,0.46,83.0,1.4,0.036,White
0.36,0.99419,17.0,7.4,3.24,8.0,11.4,0.3,0.7,24.0,1.8,0.074,Red
0.36,0.9982,29.0,8.0,3.4,6.0,9.5,0.43,0.46,146.0,10.1,0.053,White
0.32,0.99438,24.0,7.6,3.19,5.0,9.8,0.35,0.44,138.0,1.6,0.092,White
0.16,0.99825,33.0,7.4,2.9,7.0,8.7,0.3,0.44,168.0,13.7,0.056,White
0.31,0.9917,23.0,6.9,3.37,6.0,11.7,0.34,0.47,128.0,1.6,0.032,White
0.31,0.992,28.0,5.1,3.54,6.0,10.1,0.3,0.56,152.0,0.9,0.037,White
0.27,0.99185,47.0,5.8,3.13,6.0,10.3,0.4,0.45,130.0,1.2,0.076,White
0.22,1.0001,44.0,6.5,3.3,5.0,8.8,0.25,0.37,138.0,17.1,0.05,White
0.2,0.9944,10.0,9.0,3.14,6.0,9.8,0.33,0.36,40.0,3.5,0.049,White
0.57,0.99458,4.0,7.7,3.16,6.0,9.8,0.21,0.54,9.0,1.5,0.069,Red
0.15,0.9942,40.0,6.8,3.4,6.0,9.7,0.3,0.39,127.0,5.3,0.05,White
0.905,0.9934,17.0,6.6,3.34,5.0,10.0,0.19,0.56,204.0,0.8,0.048,White
0.33,0.99473,4.0,8.2,3.3,7.0,12.8,0.32,0.76,12.0,2.8,0.067,Red
0.2,0.99444,19.0,7.1,3.04,7.0,10.5,0.27,0.37,105.0,9.6,0.037,White
0.38,0.9982,16.0,9.6,3.19,7.0,10.0,0.31,0.7,49.0,2.5,0.096,Red
0.17,0.99388,45.0,6.6,3.16,6.0,10.0,0.26,0.37,128.0,7.4,0.052,White
0.22,0.99228,37.0,7.0,3.06,8.0,12.5,0.26,0.34,122.0,9.2,0.027,White
0.615,1.0001,18.0,9.4,3.31,5.0,9.7,0.28,0.53,72.0,3.2,0.087,Red
0.31,0.99677,23.0,5.6,3.39,6.0,10.5,0.78,0.48,92.0,13.9,0.074,Red
0.28,0.9941,23.0,7.6,3.25,6.0,10.4,0.39,0.4,116.0,1.9,0.052,White
0.14,0.99425,21.0,6.4,3.26,6.0,10.0,0.28,0.36,82.0,7.9,0.057,White
0.38,0.99773,28.0,6.2,3.53,4.0,9.2,0.18,0.71,195.0,7.4,0.095,White
0.28,0.99629,13.0,7.4,3.01,4.0,10.8,0.4,0.46,92.0,11.9,0.032,White
0.59,0.9955,27.0,7.1,3.42,6.0,10.7,0.01,0.58,43.0,2.3,0.08,Red
0.46,0.99392,18.0,7.7,3.12,6.0,10.8,0.18,0.51,143.0,3.3,0.054,White
0.19,0.993,33.0,7.4,3.12,6.0,9.6,0.3,0.5,135.0,1.4,0.057,White
0.36,0.9898,22.0,5.8,3.03,6.0,11.2,0.32,0.38,96.0,1.7,0.033,White
0.37,0.99186,3.0,8.0,2.9,5.0,12.1,0.31,0.72,127.0,4.7,0.038,White
0.43,0.99492,15.0,7.0,3.35,6.0,10.6,0.02,0.81,28.0,1.9,0.08,Red
0.16,0.998,27.0,7.0,2.91,6.0,9.2,0.25,0.46,149.0,14.3,0.044,White
0.33,0.9924,46.0,6.9,3.25,7.0,11.2,0.26,0.43,143.0,5.0,0.027,White
0.17,0.997,65.0,7.5,3.17,6.0,10.0,0.44,0.45,146.0,11.3,0.046,White
0.21,0.99324,17.0,4.8,3.66,7.0,12.2,0.21,0.48,112.0,10.2,0.037,White
0.22,0.9884,34.0,6.1,3.19,6.0,13.4,0.46,0.33,74.0,1.8,0.16,White
0.4,0.9975,40.0,6.9,3.14,5.0,8.7,0.56,0.46,142.0,11.2,0.043,White
0.3,0.99474,23.0,8.7,3.12,7.0,11.2,0.34,0.49,127.0,4.8,0.018,White
0.3,0.99976,36.0,7.7,3.2,5.0,10.4,0.26,0.5,174.0,18.95,0.053,White
0.22,0.98958,56.0,6.4,3.18,6.0,11.7,0.34,0.7,115.0,1.4,0.023,White
0.19,0.993,16.0,7.1,2.91,6.0,11.4,0.28,0.78,78.0,3.6,0.033,White
0.64,0.99747,5.0,8.2,3.13,6.0,9.1,0.27,0.62,77.0,2.0,0.095,Red
0.83,0.99822,17.0,8.6,3.33,6.0,10.4,0.0,0.6,43.0,2.8,0.095,Red
0.41,1.0001,29.0,11.5,3.26,5.0,11.0,0.52,0.88,55.0,3.0,0.08,Red
0.17,0.99182,37.0,6.3,3.24,6.0,11.3,0.32,0.43,117.0,4.2,0.04,White
0.37,1.0004,7.0,12.0,3.22,7.0,13.0,0.76,0.6,38.0,4.2,0.066,Red
0.21,0.99006,18.0,5.5,3.31,6.0,11.3,0.25,0.56,75.0,1.2,0.04,White
0.24,0.99391,35.0,5.7,3.11,5.0,9.75,0.47,0.46,182.0,6.3,0.069,White
0.665,0.99655,27.0,7.6,3.39,5.0,9.3,0.1,0.51,55.0,1.5,0.066,Red
0.18,0.99546,21.0,7.5,3.2,6.0,10.5,0.37,0.55,138.0,6.2,0.05,White
0.37,0.99608,33.0,7.4,3.13,5.0,10.4,0.26,0.46,134.0,9.6,0.05,White
0.38,0.99925,6.0,12.0,3.14,6.0,10.9,0.56,0.71,24.0,2.1,0.093,Red
0.29,0.99567,25.0,7.5,3.15,5.0,10.9,0.24,0.46,115.0,9.9,0.058,White
0.26,0.99254,13.0,6.6,3.17,6.0,12.1,0.28,0.34,121.0,9.4,0.028,White
0.33,0.9917,10.0,5.0,3.48,6.0,10.7,0.16,0.44,97.0,1.5,0.049,White
0.3,0.9912,10.0,6.8,3.09,6.0,12.0,0.35,0.53,164.0,2.8,0.038,White
0.44,0.99758,14.0,11.1,3.25,6.0,10.4,0.42,0.57,19.0,2.2,0.064,Red
0.17,0.99036,32.0,6.1,3.26,6.0,11.2,0.29,0.57,92.0,1.1,0.041,White
0.415,0.9922,11.0,5.9,3.29,5.0,10.5,0.13,0.52,64.0,1.4,0.04,White
0.24,0.99411,17.0,7.2,3.36,6.0,10.1,0.29,0.68,117.0,3.0,0.036,White
0.44,0.9968,20.0,10.2,2.99,4.0,9.9,0.88,0.51,124.0,6.2,0.049,White
0.23,0.99304,70.0,7.2,2.93,6.0,9.2,0.82,0.42,109.0,1.3,0.149,White
0.26,0.9942,73.5,5.7,3.27,6.0,9.4,0.27,0.38,189.5,4.1,0.201,White
0.68,0.99546,9.0,6.8,3.38,5.0,10.3,0.21,0.6,23.0,2.1,0.07,Red
0.21,0.9917,29.0,7.3,3.3,8.0,11.0,0.29,0.5,118.0,1.6,0.034,White
0.27,0.9914,17.0,7.4,3.19,6.0,11.6,0.48,0.49,132.0,1.1,0.047,White
0.34,0.99769,33.0,6.2,3.14,6.0,8.7,0.25,0.56,171.0,12.1,0.059,White
0.25,0.99776,29.0,6.5,3.2,6.0,10.1,0.27,0.49,140.0,17.4,0.064,White
0.255,0.98834,30.0,6.2,3.05,7.0,12.9,0.27,0.59,86.0,1.3,0.037,White
0.27,0.9939,45.0,7.5,3.03,5.0,11.0,0.36,0.33,164.0,7.0,0.036,White
0.17,0.99243,10.0,5.5,3.28,5.0,10.0,0.23,0.5,108.0,2.9,0.039,White
0.22,0.99299,45.0,7.4,3.29,7.0,9.9,0.27,0.44,98.0,1.6,0.057,White
0.4,0.99754,59.0,6.9,3.08,5.0,9.4,0.17,0.49,186.0,12.9,0.033,White
0.32,0.9999,43.0,7.6,3.15,5.0,9.2,0.58,0.54,163.0,16.75,0.05,White
0.1,0.9928,21.0,5.7,3.27,5.0,9.5,0.27,0.46,100.0,1.3,0.047,White
0.37,0.99244,16.0,6.8,3.06,6.0,10.3,0.67,0.56,98.0,1.5,0.175,White
0.18,0.99808,19.0,6.8,3.0,7.0,9.0,0.3,0.52,171.0,12.8,0.062,White
0.19,0.99305,17.0,7.2,3.15,7.0,11.4,0.31,0.52,103.0,6.3,0.034,White
0.28,0.99248,44.0,6.3,3.26,6.0,12.1,0.34,0.29,129.0,8.1,0.038,White
0.36,0.99184,44.0,6.2,3.22,6.0,11.2,0.22,0.4,145.0,5.25,0.038,White
0.57,0.997,4.0,6.4,3.46,5.0,9.5,0.02,0.68,11.0,1.8,0.067,Red
0.25,0.9947,42.0,6.9,3.21,6.0,11.5,0.35,0.36,150.0,9.2,0.034,White
0.32,0.9982,47.0,8.5,3.08,6.0,10.0,0.36,0.31,190.0,14.9,0.041,White
0.18,0.9945,64.0,6.4,3.06,5.0,9.3,0.48,0.4,150.0,4.0,0.186,White
0.32,0.9979,38.0,6.6,3.22,6.0,10.4,0.22,0.67,133.0,16.7,0.046,White
0.74,0.99508,7.0,6.9,3.45,6.0,11.5,0.03,0.63,16.0,2.3,0.054,Red
0.25,0.99776,29.0,6.5,3.2,6.0,10.1,0.27,0.49,140.0,17.4,0.064,White
0.62,0.99498,6.0,5.6,3.66,4.0,10.1,0.03,0.62,13.0,1.5,0.08,Red
0.28,0.9907,32.0,7.1,3.25,7.0,12.2,0.44,0.48,107.0,1.8,0.032,White
0.23,0.99975,35.0,8.7,3.12,7.0,8.8,0.32,0.47,169.0,13.4,0.044,White
0.27,0.99129,28.0,7.6,3.02,6.0,11.4,0.52,0.53,152.0,3.2,0.043,White
0.24,0.99182,39.0,6.6,3.34,5.0,11.4,0.28,0.46,132.0,1.8,0.028,White
0.19,0.9995,75.0,6.7,3.2,6.0,8.8,0.41,0.44,155.0,15.6,0.056,White
0.35,0.99588,15.0,6.6,3.13,4.0,9.9,0.19,0.38,82.0,10.5,0.06,White
0.32,0.996,11.0,6.9,3.23,5.0,9.2,0.13,0.37,117.0,7.8,0.042,White
0.43,0.995,40.0,7.2,3.2,5.0,9.9,0.24,0.41,163.0,6.7,0.058,White
0.25,0.9918,20.0,7.0,3.23,6.0,11.0,0.56,0.53,95.0,2.0,0.035,White
0.35,0.9962,86.0,6.5,3.16,6.0,9.9,0.28,0.51,213.0,12.4,0.051,White
0.16,0.99156,40.0,5.3,3.57,6.0,10.6,0.39,0.59,101.0,1.0,0.028,White
0.29,0.99339,25.0,6.5,3.24,6.0,11.35,0.3,0.56,166.0,9.15,0.051,White
0.24,1.0,40.0,6.8,3.3,5.0,8.7,0.31,0.41,142.0,18.3,0.046,White
0.41,0.9914,36.0,6.1,3.27,6.0,10.8,0.0,0.67,87.0,1.6,0.063,White
0.32,0.9912,20.0,7.0,3.31,7.0,12.0,0.34,0.65,69.0,1.3,0.042,White
0.51,0.99538,13.0,7.5,3.36,6.0,10.5,0.02,0.54,31.0,1.7,0.084,Red
0.24,0.98948,40.0,5.9,3.19,6.0,12.3,0.34,0.5,108.0,2.0,0.037,White
0.32,0.9919,14.0,6.8,3.05,4.0,10.6,0.34,0.47,67.0,1.2,0.044,White
0.615,1.0022,7.0,12.8,3.07,7.0,10.0,0.66,0.73,42.0,5.8,0.083,Red
0.3,0.9926,33.0,7.4,3.13,6.0,11.6,0.22,0.45,180.0,5.25,0.053,White
0.36,0.99711,22.0,6.2,3.31,6.0,9.8,0.45,0.56,184.0,10.4,0.06,White
0.28,0.99911,36.0,6.0,3.14,5.0,9.0,0.29,0.5,174.0,19.3,0.051,White
0.21,0.9902,26.0,5.7,3.31,6.0,11.4,0.25,0.52,81.0,1.1,0.035,White
0.26,0.9956,36.0,6.7,3.3,5.0,9.5,0.26,0.67,202.0,4.1,0.073,White
0.36,0.9946,19.0,6.2,3.57,6.0,11.7,0.24,0.57,42.0,2.2,0.095,Red
0.32,0.992,37.0,6.1,3.47,7.0,10.8,0.25,0.5,136.0,1.7,0.034,White
0.19,0.99332,89.0,4.5,3.34,5.0,8.0,0.21,0.42,159.0,0.95,0.033,White
0.14,0.99111,40.0,6.8,3.07,6.0,11.1,0.35,0.72,117.0,1.5,0.047,White
0.445,0.9986,68.0,7.6,3.48,6.0,10.0,0.44,0.36,212.0,14.5,0.045,White
0.39,0.99206,10.0,6.6,3.07,6.0,12.1,0.28,0.35,92.0,9.2,0.036,White
0.22,0.99845,62.0,6.6,3.02,5.0,9.3,0.37,0.4,153.0,15.4,0.035,White
0.22,0.99193,40.0,6.1,3.45,5.0,10.9,0.31,0.59,129.0,1.4,0.039,White
0.38,0.9912,42.0,6.0,3.38,7.0,12.3,0.26,0.38,134.0,6.0,0.034,White
0.57,0.99519,25.0,6.4,3.47,7.0,11.3,0.12,0.71,36.0,2.3,0.12,Red
0.13,0.99548,60.0,6.7,2.96,6.0,9.4,0.57,0.43,150.0,6.6,0.056,White
0.41,0.9942,39.0,6.7,3.24,5.0,9.5,0.01,0.35,137.0,2.8,0.048,White
0.2,0.9918,8.0,7.5,3.06,5.0,11.1,0.49,0.62,97.0,1.3,0.031,White
0.19,0.9937,23.0,6.5,3.29,5.0,10.0,0.1,0.45,107.0,1.3,0.046,White
0.26,0.99573,52.0,7.2,3.18,6.0,9.5,0.4,0.53,172.0,6.3,0.047,White
0.23,0.99074,40.0,6.4,3.32,7.0,11.8,0.32,0.53,118.0,1.9,0.038,White
0.18,0.99519,64.0,6.7,3.12,6.0,10.6,0.24,0.5,185.0,10.3,0.057,White
0.26,0.99606,28.0,6.6,2.87,6.0,9.7,0.27,0.49,112.0,11.8,0.048,White
0.56,0.9999,5.0,12.5,3.08,5.0,10.9,0.49,0.87,27.0,2.4,0.064,Red
0.46,0.9923,50.0,8.1,3.03,5.0,11.2,0.31,0.42,183.0,1.7,0.052,White
0.23,0.999,60.0,7.1,3.16,6.0,9.1,0.35,0.59,171.0,16.5,0.04,White
0.32,0.99633,23.0,6.1,3.42,5.0,10.6,0.25,0.97,58.0,2.3,0.071,Red
0.61,0.9969,10.0,8.8,3.19,5.0,9.5,0.14,0.59,42.0,2.4,0.067,Red
0.355,0.98822,31.0,6.2,3.06,6.0,13.6,0.35,0.46,95.0,2.0,0.046,White
0.87,0.99656,10.0,8.1,3.25,5.0,9.8,0.0,0.5,31.0,2.2,0.084,Red
0.14,0.99164,30.0,6.8,3.27,6.0,11.2,0.18,0.54,90.0,1.4,0.047,White
0.3,0.9929,23.0,7.4,3.17,5.0,10.9,0.32,0.66,128.0,1.7,0.03,White
0.31,0.98968,41.0,6.0,3.24,6.0,13.1,0.38,0.56,101.0,4.8,0.04,White
0.26,0.9952,28.0,6.6,3.35,6.0,10.4,0.24,0.6,137.0,7.2,0.038,White
0.26,0.9903,27.0,6.4,3.22,7.0,12.6,0.24,0.49,124.0,6.4,0.04,White
0.38,0.9931,25.0,6.6,3.11,6.0,10.2,0.15,0.38,78.0,4.6,0.044,White
0.31,0.9912,27.0,7.6,3.08,7.0,12.8,0.49,0.67,131.0,3.95,0.044,White
0.29,0.98794,30.0,6.0,3.08,6.0,13.2,0.25,0.43,114.0,1.4,0.033,White
0.29,0.9962,20.0,6.4,3.1,5.0,10.6,0.2,0.54,142.0,15.6,0.04,White
0.24,0.9938,36.0,6.6,3.19,5.0,10.5,0.35,0.37,135.0,7.7,0.031,White
0.21,0.9954,37.0,7.0,3.25,6.0,10.4,0.28,0.54,221.0,8.6,0.045,White
0.11,0.99008,12.0,5.1,3.57,6.0,12.2,0.32,0.52,90.0,1.6,0.028,White
0.26,0.9909,50.0,7.2,3.33,7.0,12.1,0.3,0.43,158.0,2.1,0.033,White
0.28,0.9998,31.0,7.7,3.27,5.0,9.6,0.35,0.5,117.0,15.3,0.056,White
0.145,0.9908,35.0,4.7,3.76,6.0,11.3,0.29,0.49,90.0,1.0,0.042,White
0.73,0.99798,12.0,8.1,3.38,4.0,9.6,0.0,0.46,24.0,2.5,0.081,Red
0.25,0.993,6.0,6.9,3.23,5.0,11.4,0.24,0.7,121.0,1.8,0.053,White
0.22,0.999,1.0,9.1,3.41,6.0,10.3,0.24,0.87,28.0,2.1,0.078,Red
0.24,0.99086,38.0,6.9,3.19,6.0,12.4,0.37,0.34,112.0,6.1,0.027,White
0.39,0.99596,19.0,7.7,3.16,5.0,9.4,0.12,0.49,27.0,1.7,0.097,Red
0.84,0.9954,24.0,8.7,3.27,5.0,9.7,0.0,0.55,33.0,1.4,0.065,Red
0.32,0.99106,11.0,6.9,3.06,6.0,11.1,0.26,0.42,103.0,2.3,0.03,White
0.2,0.9928,32.0,7.0,3.19,6.0,11.5,0.34,0.46,83.0,5.7,0.035,White
0.6,1.001,5.0,12.5,3.25,6.0,11.9,0.49,0.74,14.0,4.3,0.1,Red
0.41,0.99266,22.0,6.0,3.3,5.0,9.63333333333333,0.23,0.47,148.0,1.1,0.066,White
0.41,0.99471,47.0,6.6,3.17,5.0,9.4,0.24,0.49,144.0,4.9,0.158,White
0.37,0.99935,17.0,10.9,3.22,5.0,10.1,0.58,0.78,65.0,4.0,0.071,Red
0.28,0.9972,59.0,7.5,3.16,6.0,9.6,0.39,0.63,209.0,10.2,0.045,White
0.3,0.98972,33.0,5.5,3.36,6.0,12.5,0.25,0.66,118.0,1.9,0.029,White
0.42,0.9911,31.0,8.2,3.0,7.0,12.8,0.29,0.32,100.0,4.1,0.03,White
0.25,0.99366,13.0,8.0,3.08,5.0,9.5,0.35,0.55,136.0,1.1,0.054,White
0.64,0.9972,26.0,6.8,3.37,4.0,8.9,0.08,0.46,142.0,9.7,0.062,White
0.17,0.98999,93.0,4.2,3.65,7.0,12.0,0.36,0.89,161.0,1.8,0.029,White
0.23,0.9902,24.0,6.9,3.14,7.0,12.4,0.34,0.38,121.0,2.7,0.032,White
0.28,0.99686,17.0,11.7,3.15,7.0,10.6,0.47,0.67,32.0,1.7,0.054,Red
0.4,0.9986,6.0,9.9,3.27,7.0,11.7,0.53,0.82,19.0,6.7,0.097,Red
0.24,0.9902,34.0,7.5,3.04,6.0,11.45,0.29,0.39,84.0,1.1,0.046,White
0.47,0.9956,11.0,7.1,3.21,5.0,9.7,0.24,0.56,77.0,6.0,0.044,White
0.21,0.99332,58.0,5.7,3.29,6.0,10.6,0.37,0.62,140.0,4.5,0.04,White
0.26,0.99011,48.0,6.0,3.15,6.0,12.0,0.32,0.34,180.0,3.8,0.029,White
0.26,0.99544,62.0,6.3,3.2,6.0,9.5,0.42,0.53,209.0,7.1,0.045,White
0.23,0.9938,23.0,6.3,3.23,6.0,10.4,0.33,0.46,118.0,6.9,0.052,White
0.21,0.9953,31.0,7.0,3.22,6.0,10.5,0.34,0.56,253.0,8.5,0.033,White
0.41,0.99824,26.0,6.8,3.38,6.0,10.1,0.31,0.64,45.0,8.8,0.084,Red
0.3,0.998,7.0,11.0,3.31,7.0,10.5,0.58,0.88,19.0,2.1,0.054,Red
0.3,0.99455,15.0,6.0,3.5,5.0,10.4,0.44,0.52,182.0,1.5,0.046,White
0.18,0.99,26.0,7.3,3.09,6.0,11.7,0.29,0.37,101.0,1.0,0.036,White
0.24,0.99779,51.0,7.5,3.16,5.0,8.8,0.62,0.44,153.0,10.6,0.045,White
0.28,1.001,48.0,6.8,2.93,5.0,8.7,0.4,0.5,167.0,22.0,0.048,White
0.32,0.99184,45.0,5.5,3.26,5.0,10.7,0.13,0.38,156.0,1.3,0.037,White
0.28,0.999,54.0,7.2,3.08,6.0,9.5,0.54,0.49,200.0,16.7,0.045,White
0.24,0.9913,5.0,5.8,3.53,3.0,11.7,0.44,0.43,109.0,3.5,0.029,White
0.19,0.9907,28.0,6.3,3.2,6.0,11.4,0.28,0.64,158.0,1.8,0.022,White
0.54,0.9986,41.0,6.6,3.35,6.0,10.4,0.21,0.54,182.0,16.3,0.055,White
0.22,0.9983,68.0,7.6,2.99,6.0,9.2,0.28,0.3,143.0,12.0,0.056,White
0.19,0.9916,13.0,6.5,3.17,6.0,11.8,0.27,0.41,101.0,4.9,0.037,White
0.415,0.9922,11.0,5.8,3.29,5.0,10.5,0.13,0.52,64.0,1.4,0.04,White
0.45,0.991,28.0,6.8,3.11,7.0,12.4,0.36,0.4,156.0,5.0,0.033,White
0.33,0.9998,5.0,10.4,3.26,7.0,11.2,0.63,0.74,22.0,2.8,0.084,Red
0.52,0.99224,24.0,6.0,3.04,6.0,11.0,0.33,0.38,119.0,7.7,0.046,White
0.28,0.99408,31.0,6.0,3.19,7.0,13.0,0.27,0.44,134.0,15.5,0.036,White
0.36,0.99274,26.0,6.6,3.09,6.0,10.1,0.47,0.56,124.0,1.4,0.145,White
0.23,0.9926,25.0,6.6,3.39,7.0,10.2,0.32,0.54,79.0,0.9,0.041,White
0.15,0.9923,8.0,5.6,3.3,6.0,10.5,0.31,0.39,79.0,5.3,0.038,White
0.34,0.99464,4.0,6.1,3.36,5.0,10.1,0.25,0.44,28.0,1.8,0.084,Red
0.24,0.99758,47.0,6.2,3.3,5.0,9.0,0.25,0.51,134.0,12.5,0.055,White
0.27,0.9957,65.0,6.1,3.12,5.0,9.0,0.43,0.47,243.0,7.5,0.049,White
0.29,0.99053,24.0,6.5,3.27,7.0,11.4,0.31,0.69,79.0,1.7,0.035,White
0.22,0.993,26.0,7.9,3.1,5.0,10.5,0.49,0.39,105.0,3.8,0.042,White
0.25,0.99085,30.0,7.3,3.25,8.0,11.9,0.36,0.4,177.0,2.1,0.034,White
0.21,0.9912,44.0,7.3,3.32,7.0,12.6,0.49,0.44,152.0,1.8,0.038,White
0.24,0.99155,41.0,6.4,3.37,7.0,11.7,0.31,0.66,114.0,2.8,0.038,White
0.18,0.994,26.0,7.4,3.52,6.0,10.6,0.27,0.66,105.0,1.3,0.048,White
0.6,0.9932,17.0,4.7,3.85,6.0,12.9,0.17,0.6,106.0,2.3,0.058,Red
0.22,1.0001,44.0,6.5,3.3,5.0,8.8,0.25,0.37,138.0,17.1,0.05,White
0.685,0.9978,23.0,9.4,3.28,5.0,9.4,0.26,0.55,143.0,2.4,0.082,Red
0.29,0.99334,36.0,6.4,2.99,6.0,10.9333333333333,0.21,0.34,119.0,9.65,0.041,White
0.32,0.9957,31.0,7.0,3.23,6.0,9.4,0.24,0.62,228.0,6.2,0.048,White
0.31,0.9944,23.0,7.7,3.13,5.0,10.4,0.26,0.5,90.0,7.8,0.031,White
0.35,0.99709,33.0,7.6,3.03,5.0,10.3,0.46,0.53,151.0,14.7,0.047,White
0.23,0.98998,35.0,5.8,3.19,7.0,12.1,0.31,0.37,158.0,3.5,0.044,White
0.17,0.99202,11.0,5.8,3.43,7.0,10.4,0.36,0.68,70.0,1.3,0.036,White
0.43,0.9973,29.0,7.1,3.42,5.0,10.5,0.42,0.72,129.0,5.5,0.07,Red
0.91,0.99592,4.0,6.8,3.53,4.0,10.9,0.06,0.64,11.0,2.0,0.06,Red
0.38,0.99855,58.0,8.2,3.1,5.0,9.4,0.49,0.54,166.0,13.6,0.042,White
0.17,0.9938,29.0,7.0,3.2,6.0,10.8,0.37,0.49,111.0,5.7,0.025,White
0.16,0.99449,38.0,6.4,3.19,5.0,10.7,0.32,0.41,118.0,8.75,0.038,White
0.55,0.9994,18.0,10.4,3.22,6.0,10.3,0.23,0.64,48.0,2.7,0.091,Red
0.34,0.9955,28.0,6.8,3.14,5.0,9.6,0.44,0.41,156.0,6.6,0.052,White
0.19,0.99546,49.0,6.9,3.0,6.0,10.7,0.35,0.63,118.0,13.5,0.038,White
0.24,0.98928,26.0,6.5,3.25,6.0,12.3,0.28,0.33,83.0,1.1,0.034,White
0.24,0.9912,22.0,6.2,3.1,6.0,10.6,0.35,0.48,167.0,1.2,0.038,White
0.25,0.994,23.0,6.9,2.99,6.0,9.4,0.3,0.38,116.0,4.1,0.054,White
0.23,0.99376,9.0,8.2,3.21,6.0,12.3,0.42,0.54,17.0,1.9,0.069,Red
0.44,0.99718,68.0,7.0,3.05,5.0,9.5,0.24,0.5,210.0,12.1,0.056,White
